"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"78","98.23273693648312","94.97414775226832","0.0242919921875","0.0205078125","0.0244140625","1560","0.0002372817005782431","24","0.0002372817005782431","0","0.0002372817005782431","0.0002372817005782431","69:68;89:68","69:0.0021531098456453457;89:0.0031088020142984174","69:0.001646862667890131;89:0.002905670136103655","0.0242919921875","Yes"
"79","60.17159019640134","40.88616789721667","0.0108642578125","0.014404296875","0.00732421875","1560","0.00021242375521201656","24","0.00021242375521201656","0","0.00021242375521201656","0.00021242375521201656","93:68;73:68","93:0.0028172665376312023;73:0.0033443392980467","93:0.002668961924726182;73:0.014852074204137894","0.0108642578125","Yes"
"80","133.00107303882763","113.99514513167486","0.01318359375","0.017578125","0.0087890625","1560","0.00021145498023464454","24","0.00021145498023464454","0","0.00021145498023464454","0.00021145498023464454","81:68","81:0.002102925824119084","81:0.003150680017018348","0.01318359375","Yes"
"81","137.9106460705922","18.162452295732407","0.078125","0.05615234375","0.10009765625","1560","0.00016845928941603908","24","0.00016845928941603908","0","0.00016845928941603908","0.00016845928941603908","80:68;82:68;76:68","80:0.002102925824119084;82:0.006576086779378931;76:0.00149288882407414","80:0.003150680017018348;82:0.020600411017424908;76:0.0014815664533313344","0.078125","Yes"
"82","125.41823053972118","35.905223950641215","0.01025390625","0.017822265625","0.002685546875","1560","0.00023180282033603142","24","0.00023180282033603142","0","0.00023180282033603142","0.00023180282033603142","81:68;83:68","81:0.006576086779378931;83:0.0060506202571071754","81:0.020600411017424908;83:0.005655322872148594","0.01025390625","Yes"
"83","153.35803878694887","189.32256995880022","0.222412109375","0.223388671875","0.221435546875","1560","0.0007059810505821018","24","0.0007059810505821018","0","0.0007059810505821018","0.0007059810505821018","96:68;82:68;84:68","96:0.0026800160673735862;82:0.0060506202571071754;84:0.002283527462275725","96:0.0018992846680974118;82:0.005655322872148594;84:0.002427532991464143","0.222412109375","Yes"
"84","145.61277844305556","130.01673630660792","0.0057373046875","0.009521484375","0.001953125","1560","0.00032726402597939725","24","0.00032726402597939725","0","0.00032726402597939725","0.00032726402597939725","83:68;85:68","83:0.002283527462275725;85:0.0022906917817611394","83:0.002427532991464143;85:0.002354596359031874","0.0057373046875","Yes"
"85","111.03602287802664","33.77627162734405","0.01416015625","0.019287109375","0.009033203125","1560","0.00030354165919615215","24","0.00030354165919615215","0","0.00030354165919615215","0.00030354165919615215","77:68;86:68;84:68","77:0.002570440898416959;86:0.002965104164989407;84:0.0022906917817611394","77:0.002388084775022309;86:0.0033310919579424836;84:0.002354596359031874","0.01416015625","Yes"
"86","163.54302931765892","62.287813850153576","0.0093994140625","0.00830078125","0.010498046875","1560","0.00020709150652769605","24","0.00020709150652769605","0","0.00020709150652769605","0.00020709150652769605","85:68;87:68","85:0.002965104164989407;87:0.002278641804178305","85:0.0033310919579424836;87:0.0021106771743870656","0.0093994140625","Yes"
"87","120.19605314489985","120.10777463834307","0.073486328125","0.09619140625","0.05078125","1560","0.00021835204873770693","24","0.00021835204873770693","0","0.00021835204873770693","0.00021835204873770693","86:68;88:68;97:68","86:0.002278641804178305;88:0.002494899897537206;97:0.0027322263888823195","86:0.0021106771743870656;88:0.003216461057885589;97:0.0021156547136660653","0.073486328125","Yes"
"88","107.76573558567729","123.09999826179015","0.008544921875","0.013427734375","0.003662109375","1560","0.00028747158368340047","24","0.00028747158368340047","0","0.00028747158368340047","0.00028747158368340047","87:68;89:68","87:0.002494899897537206;89:0.0023713907628390984","87:0.003216461057885589;89:0.002872075105415317","0.008544921875","Yes"
"89","212.49773671739175","93.28586118350114","0.0208740234375","0.022705078125","0.01904296875","1560","0.00029902501237756004","24","0.00029902501237756004","0","0.00029902501237756004","0.00029902501237756004","90:68;88:68;78:68","90:0.0025881302572043074;88:0.0023713907628390984;78:0.0031088020142984174","90:0.0022492793081429763;88:0.002872075105415317;78:0.002905670136103655","0.0208740234375","Yes"
"90","139.81882704013609","154.09191831975156","0.0050048828125","0.00830078125","0.001708984375","1560","0.0002845177496793529","24","0.0002845177496793529","0","0.0002845177496793529","0.0002845177496793529","89:68;91:68","89:0.0025881302572043074;91:0.00248117561841113","89:0.0022492793081429763;91:0.0020004331239014406","0.0050048828125","Yes"
"91","145.1602320866868","19.99878579245719","0.0667724609375","0.078369140625","0.05517578125","1560","0.00038243680194533056","24","0.00038243680194533056","0","0.00038243680194533056","0.00038243680194533056","98:68;90:68;92:68","98:0.0020000476738543937;90:0.00248117561841113;92:0.0020879819534080357","98:0.0019373748600615415;90:0.0020004331239014406;92:0.001987078048305363","0.0667724609375","Yes"
"92","119.12779005057057","141.97039336227084","0.0093994140625","0.015869140625","0.0029296875","1560","0.0002094524422435214","24","0.0002094524422435214","0","0.0002094524422435214","0.0002094524422435214","91:68;93:68","91:0.0020879819534080357;93:0.002015992981785092","91:0.001987078048305363;93:0.002354890265399867","0.0093994140625","Yes"
"93","226.80701312361757","179.0803219254101","0.02880859375","0.03662109375","0.02099609375","1560","0.00039620662861179485","24","0.00039620662861179485","0","0.00039620662861179485","0.00039620662861179485","94:68;79:68;92:68","94:0.0024308705562766653;79:0.0028172665376312023;92:0.002015992981785092","94:0.0029403706565648835;79:0.002668961924726182;92:0.002354890265399867","0.02880859375","Yes"
"94","150.82878678405854","50.636583811904345","0.0078125","0.0078125","0.0078125","1560","0.0002874348878342736","24","0.0002874348878342736","0","0.0002874348878342736","0.0002874348878342736","93:68;95:68","93:0.0024308705562766653;95:0.0024062465341009587","93:0.0029403706565648835;95:0.0020555840284970373","0.0078125","Yes"
"95","157.14193953636882","165.35899056565697","0.0081787109375","0.0185546875","0.001953125","1560","0.00021505187517802495","24","0.00021505187517802495","0","0.00021505187517802495","0.00021505187517802495","99:68;94:68","99:0.0023773073364532216;94:0.0024062465341009587","94:0.0020555840284970373","0.0081787109375","Yes"
"96","140.0481848906552","157.409638210386","0.00830078125","0.010498046875","0.006103515625","1560","0.00023852675318751507","24","0.00023852675318751507","0","0.00023852675318751507","0.00023852675318751507","83:68;103:68","83:0.0026800160673735862;103:0.0025837468156377497","83:0.0018992846680974118;103:0.0024047981196330948","0.00830078125","Yes"
"97","126.92867504228826","167.26906364408785","0.009033203125","0.01171875","0.00634765625","1560","0.0003628045627217244","24","0.0003628045627217244","0","0.0003628045627217244","0.0003628045627217244","87:68;107:68","87:0.0027322263888823195;107:0.0019818605603553474","87:0.0021156547136660653;107:0.001597205148534564","0.009033203125","Yes"
"98","203.44024542801708","48.00877326461858","0.01025390625","0.015380859375","0.005126953125","1560","0.0003701480616656184","24","0.0003701480616656184","0","0.0003701480616656184","0.0003701480616656184","91:68;111:68","91:0.0020000476738543937;111:0.002550772100452625","91:0.0019373748600615415;111:0.003054056358722995","0.01025390625","Yes"
"99","178.38388182641648","38.97185604102636","0.0372314453125","0.031494140625","0.04296875","1560","0.00018373685100351418","24","0.00018373685100351418","0","0.00018373685100351418","0.00018373685100351418","115:68;95:68","115:0.0018260857674677333;95:0.0023773073364532216","","0.0372314453125","Yes"
"100","166.87049687967797","25.04433886216273","0.0224609375","0.026123046875","0.018798828125","1560","0.0012235478410996825","24","0.0012235478410996825","0","0.0012235478410996825","0.0012235478410996825","101:68","101:0.0032221029891797426","101:0.0028386918554703378","0.0224609375","Yes"
"101","110.70212340054012","127.95701195099493","0.084228515625","0.0771484375","0.09130859375","1560","0.0005047564566558994","24","0.0005047564566558994","0","0.0005047564566558994","0.0005047564566558994","100:68;116:68;102:68","100:0.0032221029891797426;116:0.002168945871343614;102:0.0033013171626402604","100:0.0028386918554703378;116:0.0020566888178477905;102:0.0026222894395264706","0.084228515625","Yes"
"102","86.73115180160097","79.00062724398599","0.0224609375","0.0380859375","0.0068359375","1560","0.0003023546052333459","24","0.0003023546052333459","0","0.0003023546052333459","0.0003023546052333459","101:68;103:88","101:0.0033013171626402604;103:0.0032223158926031337","101:0.0026222894395264706;103:0.003003978839209026","0.0224609375","Yes"
"103","129.78248424215624","78.64474177615223","0.02001953125","0.02783203125","0.01220703125","1560","0.00033468950917740943","24","0.00033468950917740943","0","0.00033468950917740943","0.00033468950917740943","104:68;96:68;102:88","104:0.0022043834480097446;96:0.0025837468156377497;102:0.0032223158926031337","104:0.0022735728385878673;96:0.0024047981196330948;102:0.003003978839209026","0.02001953125","Yes"
"104","118.8781805281789","101.46418847814478","0.0126953125","0.012939453125","0.012451171875","1560","0.0002292769468554145","24","0.0002292769468554145","0","0.0002292769468554145","0.0002292769468554145","103:68;105:68","103:0.0022043834480097446;105:0.0026029478515406657","103:0.0022735728385878673;105:0.0018381134592700132","0.0126953125","Yes"
"105","107.37247502720051","108.4906173007494","0.019775390625","0.0224609375","0.01708984375","1560","0.0006744448683802266","24","0.0006744448683802266","0","0.0006744448683802266","0.0006744448683802266","104:68;106:68;117:68","104:0.0026029478515406657;106:0.0026976266077370636;117:0.0022581784599058075","104:0.0018381134592700132;106:0.0018389445257157577;117:0.0025683983525749965","0.019775390625","Yes"
"106","180.15113544952538","187.01983888338125","0.0064697265625","0.010498046875","0.00244140625","1560","0.00016295823316568928","24","0.00016295823316568928","0","0.00016295823316568928","0.00016295823316568928","107:68;105:68","107:0.002420047907983114;105:0.0026976266077370636","107:0.0031145055244048703;105:0.0018389445257157577","0.0064697265625","Yes"
"107","83.79712704507322","22.685515132243044","0.013427734375","0.017578125","0.00927734375","1560","0.0002984283739807426","24","0.0002984283739807426","0","0.0002984283739807426","0.0002984283739807426","106:68;108:68;97:68","106:0.002420047907983114;108:0.0025720205849026623;97:0.0019818605603553474","106:0.0031145055244048703;108:0.0015552107185969333;97:0.001597205148534564","0.013427734375","Yes"
"108","142.62949671127623","125.44463592608528","0.012451171875","0.016357421875","0.008544921875","1560","0.00044470314924504017","24","0.00044470314924504017","0","0.00044470314924504017","0.00044470314924504017","107:68;109:68","107:0.0025720205849026623;109:0.002244338810849872","107:0.0015552107185969333;109:0.0020164472705372083","0.012451171875","Yes"
"109","242.31930125548647","81.16082299565316","0.0142822265625","0.02001953125","0.008544921875","1560","0.0002477852632067626","24","0.0002477852632067626","0","0.0002477852632067626","0.0002477852632067626","108:68;110:68;118:68","108:0.002244338810849872;110:0.0017932452618554806;118:0.0025923261437748313","108:0.0020164472705372083;110:0.0021267694278380156;118:0.0030646081916382573","0.0142822265625","Yes"
"110","227.64386531740556","156.0200348051908","0.008544921875","0.013916015625","0.003173828125","1560","0.00018509358491634049","24","0.00018509358491634049","0","0.00018509358491634049","0.00018509358491634049","109:68;111:68","109:0.0017932452618554806;111:0.0021627825444601734","109:0.0021267694278380156;111:0.002222202391860606","0.008544921875","Yes"
"111","96.00107232118128","82.89035672839162","0.0238037109375","0.03466796875","0.012939453125","1560","0.00022049588585581093","24","0.00022049588585581093","0","0.00022049588585581093","0.00022049588585581093","112:68;110:68;98:68","112:0.0036960217931267525;110:0.0021627825444601734;98:0.002550772100452625","112:0.002363126634133572;110:0.002222202391860606;98:0.003054056358722995","0.0238037109375","Yes"
"112","158.98614852873655","121.46683472422195","0.009765625","0.00830078125","0.00830078125","1560","0.00020290850704791794","24","0.00020290850704791794","0","0.00020290850704791794","0.00020290850704791794","111:68;113:68","111:0.0036960217931267525;113:0.0028542270737407227","111:0.002363126634133572;113:0.001960874465888468","0.009765625","Yes"
"113","149.34911126200166","26.318302596244138","0.0875244140625","0.09765625","0.077392578125","1560","0.00033181160842535735","24","0.00033181160842535735","0","0.00033181160842535735","0.00033181160842535735","119:68;112:68;114:68","119:0.0030274854399835738;112:0.0028542270737407227;114:0.00662595343900102","119:0.006138116413383993;112:0.001960874465888468;114:0.0025054624975058837","0.0875244140625","Yes"
"114","156.33202450638433","110.74464096929292","0.0042724609375","0.007080078125","0.00146484375","1560","0.0003242134337174678","24","0.0003242134337174678","0","0.0003242134337174678","0.0003242134337174678","115:68;113:68","115:0.0064753791610873135;113:0.00662595343900102","115:0.0023132758985652258;113:0.0025054624975058837","0.0042724609375","Yes"
"115","151.2547199314541","189.37516294292476","0.008056640625","0.013671875","0.00244140625","1560","0.00018794513539747526","24","0.00018794513539747526","0","0.00018794513539747526","0.00018794513539747526","99:68;114:68","99:0.0018260857674677333;114:0.0064753791610873135","114:0.0023132758985652258","0.008056640625","Yes"
"116","182.27374646201253","202.3653367152877","0.0513916015625","0.05517578125","0.047607421875","1560","0.00021648620504980832","24","0.00021648620504980832","0","0.00021648620504980832","0.00021648620504980832","101:68;121:68","101:0.002168945871343614;121:0.0017318063976896891","101:0.0020566888178477905;121:0.0018277222577074703","0.0513916015625","Yes"
"117","140.7502862683508","163.35195952558638","0.0264892578125","0.02880859375","0.024169921875","1560","0.00023353088693251178","24","0.00023353088693251178","0","0.00023353088693251178","0.00023353088693251178","105:68;125:68","105:0.0022581784599058075;125:0.0019698049342311286","105:0.0025683983525749965;125:0.0028138149077741037","0.0264892578125","Yes"
"118","174.26681656208802","54.56750261457658","0.0115966796875","0.01220703125","0.010986328125","1560","0.0003001267206557244","24","0.0003001267206557244","0","0.0003001267206557244","0.0003001267206557244","109:68;129:68","109:0.0025923261437748313;129:0.0023226712888548273","109:0.0030646081916382573;129:0.0021991769122959304","0.0115966796875","Yes"
"119","88.43730870185536","118.74005799339348","0.0106201171875","0.017822265625","0.00341796875","1560","0.0006815916684415138","24","0.0006815916684415138","0","0.0006815916684415138","0.0006815916684415138","113:68;133:68","113:0.0030274854399835738;133:0.0032330877302957084","113:0.006138116413383993;133:0.003158654792152271","0.0106201171875","Yes"
"120","180.30350728977854","219.26748626450814","0.0089111328125","0.009033203125","0.0087890625","1560","0.00019835321274213501","24","0.00019835321274213501","0","0.00019835321274213501","0.00019835321274213501","121:68","121:0.0029411181701742284","121:0.0031738124319152794","0.0089111328125","Yes"
"121","198.91760809496168","131.99226391817703","0.0133056640625","0.012451171875","0.01416015625","1560","0.00034012434846156925","24","0.00034012434846156925","0","0.00034012434846156925","0.00034012434846156925","120:68;122:68;116:68","120:0.0029411181701742284;122:0.0030619065204748885;116:0.0017318063976896891","120:0.0031738124319152794;122:0.0028624977887505842;116:0.0018277222577074703","0.0133056640625","Yes"
"122","124.4773632933174","74.07204860272242","0.026611328125","0.048828125","0.00439453125","1560","0.0005281330415870927","24","0.0005281330415870927","0","0.0005281330415870927","0.0005281330415870927","121:68;123:68","121:0.0030619065204748885;123:0.003383697121704776","121:0.0028624977887505842;123:0.0027596126786752495","0.026611328125","Yes"
"123","134.4573857081279","126.8457616005676","0.0091552734375","0.013427734375","0.0048828125","1560","0.0003051697298534665","24","0.0003051697298534665","0","0.0003051697298534665","0.0003051697298534665","136:68;124:68;122:68","136:0.002660695726058787;124:0.0021599685632597843;122:0.003383697121704776","136:0.002235845069648912;124:0.0017505190017353955;122:0.0027596126786752495","0.0091552734375","Yes"
"124","139.85263205321567","163.14870421169888","0.00634765625","0.009765625","0.0029296875","1560","0.00027668101251725907","24","0.00027668101251725907","0","0.00027668101251725907","0.00027668101251725907","123:68;125:68","123:0.0021599685632597843;125:0.001831922396111546","123:0.0017505190017353955;125:0.0016304338401330054","0.00634765625","Yes"
"125","109.10348314666362","50.50052167321659","0.03125","0.036376953125","0.026123046875","1560","0.00024193113782840583","24","0.00024193113782840583","0","0.00024193113782840583","0.00024193113782840583","117:68;124:68;126:68","117:0.0019698049342311286;124:0.001831922396111546;126:0.0037633481548167147","117:0.0028138149077741037;124:0.0016304338401330054;126:0.003081960631247216","0.03125","Yes"
"126","122.42844007175329","84.4853753397663","0.00830078125","0.0126953125","0.00390625","1560","0.00034020499874674534","24","0.00034020499874674534","0","0.00034020499874674534","0.00034020499874674534","127:68;125:68","127:0.002550554380754688;125:0.0037633481548167147","127:0.002716567138460635;125:0.003081960631247216","0.00830078125","Yes"
"127","181.46738302137373","203.2863277627459","0.0443115234375","0.055908203125","0.03271484375","1560","0.00025260427801111025","24","0.00025260427801111025","0","0.00025260427801111025","0.00025260427801111025","126:68;128:68;137:68","126:0.002550554380754688;128:0.002461940804180579;137:0.002079242181229235","126:0.002716567138460635;128:0.00187096322363553;137:0.0016740421272834205","0.0443115234375","Yes"
"128","132.64535190727926","50.025949597838476","0.0455322265625","0.05322265625","0.037841796875","1560","0.0002534916454271662","24","0.0002534916454271662","0","0.0002534916454271662","0.0002534916454271662","127:68;129:68","127:0.002461940804180579;129:0.0029989544375558785","127:0.00187096322363553;129:0.002237505412845092","0.0455322265625","Yes"
"129","78.45176053523907","56.292126838813","0.0166015625","0.0244140625","0.015869140625","1560","0.0002757736677671762","24","0.0002757736677671762","0","0.0002757736677671762","0.0002757736677671762","130:68;128:68;118:68","130:0.003104335313909773;128:0.0029989544375558785;118:0.0023226712888548273","130:0.004028276844734696;128:0.002237505412845092;118:0.0021991769122959304","0.0166015625","Yes"
"130","143.35473499886012","141.9103648182971","0.0037841796875","0.006103515625","0.00146484375","1560","0.0005809603749688003","24","0.0005809603749688003","0","0.0005809603749688003","0.0005809603749688003","129:68;131:68","129:0.003104335313909773;131:0.002025376323982503","129:0.004028276844734696;131:0.0028178161855189066","0.0037841796875","Yes"
"131","185.94137871825967","181.66624433099628","0.0994873046875","0.113525390625","0.08544921875","1560","0.00021060073344561807","24","0.00021060073344561807","0","0.00021060073344561807","0.00021060073344561807","138:68;130:68;132:68","138:0.002214841851612137;130:0.002025376323982503;132:0.0014864779358048086","138:0.011644554728267531;130:0.0028178161855189066;132:0.0011586030382637336","0.0994873046875","Yes"
"132","156.70909549310377","219.33863135103383","0.0052490234375","0.009033203125","0.00146484375","1560","0.0001329865263077948","24","0.0001329865263077948","0","0.0001329865263077948","0.0001329865263077948","133:68;131:68","133:0.0024548204111902727;131:0.0014864779358048086","133:0.0018939026287582983;131:0.0011586030382637336","0.0052490234375","Yes"
"133","175.71225508251985","46.23381195861376","0.0220947265625","0.035888671875","0.00830078125","1560","0.00012730550333034816","24","0.00012730550333034816","0","0.00012730550333034816","0.00012730550333034816","132:68;134:68;119:68","132:0.0024548204111902727;134:0.0024988929832463758;119:0.0032330877302957084","132:0.0018939026287582983;134:0.002602060760292374;119:0.003158654792152271","0.0220947265625","Yes"
"134","98.35352812152131","46.104706225811725","0.0062255859375","0.009033203125","0.00341796875","1560","0.00044922579146147794","24","0.00044922579146147794","0","0.00044922579146147794","0.00044922579146147794","133:68;135:68","133:0.0024988929832463758;135:0.002415849874104259","133:0.002602060760292374;135:0.0023362238097572596","0.0062255859375","Yes"
"135","260.0087732947106","210.67261177423393","0.047607421875","0.072265625","0.02294921875","1560","0.00019499648359090646","24","0.00019499648359090646","0","0.00019499648359090646","0.00019499648359090646","134:68;139:68","134:0.002415849874104259;139:0.0037998825992305585","134:0.0023362238097572596;139:0.004363360512676384","0.047607421875","Yes"
"136","101.2956290887312","102.09701236237892","0.005126953125","0.009521484375","0.000732421875","1560","0.0002983975643793355","24","0.0002983975643793355","0","0.0002983975643793355","0.0002983975643793355","123:68;143:68","123:0.002660695726058787;143:0.0017451074854865356","123:0.002235845069648912;143:0.0019628660190705027","0.005126953125","Yes"
"137","137.51722175628188","127.51477689123374","0.0042724609375","0.007080078125","0.00146484375","1560","0.00019332796272621158","24","0.00019332796272621158","0","0.00019332796272621158","0.00019332796272621158","147:68;127:68","147:0.002454552603803256;127:0.002079242181229235","147:0.002209379007884177;127:0.0016740421272834205","0.0042724609375","Yes"
"138","71.95413402455738","95.00104418376654","0.009765625","0.01220703125","0.00732421875","1560","0.00036373557310473225","24","0.00036373557310473225","0","0.00036373557310473225","0.00036373557310473225","151:68;131:68","151:0.00225372219168421;131:0.002214841851612137","151:0.0022753311518401986;131:0.011644554728267531","0.009765625","Yes"
"139","109.26845571160939","34.54176456651568","0.01025390625","0.0185546875","0.001953125","1560","0.0007827569895470278","24","0.0007827569895470278","0","0.0007827569895470278","0.0007827569895470278","155:68;135:68","155:0.0027159560313739506;135:0.0037998825992305585","155:0.0019715731449979346;135:0.004363360512676384","0.01025390625","Yes"
"140","120.98530682268819","175.85338644741663","0.0228271484375","0.024169921875","0.021484375","1560","0.00022537922115590928","24","0.00022537922115590928","0","0.00022537922115590928","0.00022537922115590928","141:68","141:0.0015975828740329434","141:0.0014681094647835125","0.0228271484375","Yes"
"141","148.81608489566491","115.34209929741559","0.0130615234375","0.021484375","0.004638671875","1560","0.00021047212210398462","24","0.00021047212210398462","0","0.00021047212210398462","0.00021047212210398462","140:68;142:68","140:0.0015975828740329434;142:0.0024446344771946737","140:0.0014681094647835125;142:0.001691845152752336","0.0130615234375","Yes"
"142","153.37167987046735","161.42105595497384","0.0084228515625","0.013427734375","0.00341796875","1560","0.00030727840041958797","24","0.00030727840041958797","0","0.00030727840041958797","0.00030727840041958797","143:68;141:68","143:0.0025069093876667337;141:0.0024446344771946737","143:0.0016993425831017261;141:0.001691845152752336","0.0084228515625","Yes"
"143","121.15484534966926","126.14501509059987","0.0074462890625","0.01171875","0.003173828125","1560","0.00017729832823528465","24","0.00017729832823528465","0","0.00017729832823528465","0.00017729832823528465","142:68;144:68;136:68","142:0.0025069093876667337;144:0.002179036609259777;136:0.0017451074854865356","142:0.0016993425831017261;144:0.002025250850829635;136:0.0019628660190705027","0.0074462890625","Yes"
"144","157.6204074010471","193.62514723379854","0.0069580078125","0.0078125","0.006103515625","1560","0.0001880970917297706","24","0.0001880970917297706","0","0.0001880970917297706","0.0001880970917297706","145:68;143:68","145:0.003132379167063881;143:0.002179036609259777","145:0.0015367691778107317;143:0.002025250850829635","0.0069580078125","Yes"
"145","204.07792663656215","166.10758311731632","0.0374755859375","0.041259765625","0.03369140625","1560","0.0002867814184409749","24","0.0002867814184409749","0","0.0002867814184409749","0.0002867814184409749","144:68;146:68","144:0.003132379167063881;146:0.002189586166730373","144:0.0015367691778107317;146:0.001696444985279294","0.0374755859375","Yes"
"146","149.84352691148075","11.685127556523142","0.01123046875","0.0126953125","0.007080078125","1560","0.0002234502276202582","24","0.0002234502276202582","0","0.0002234502276202582","0.0002234502276202582","145:68;147:88","145:0.002189586166730373;147:0.002389509173203963","145:0.001696444985279294;147:0.002155485950021352","0.01123046875","Yes"
"147","169.51259701505322","161.8685871593175","0.0068359375","0.009765625","0.00390625","1560","0.00025274159792033955","24","0.00025274159792033955","0","0.00025274159792033955","0.00025274159792033955","148:68;137:68;146:88","148:0.0028653940939200317;137:0.002454552603803256;146:0.002389509173203963","148:0.0025665886224675583;137:0.002209379007884177;146:0.002155485950021352","0.0068359375","Yes"
"148","129.54234729228722","142.93755421246607","0.0081787109375","0.015869140625","0.00048828125","1560","0.0004755142235102026","24","0.0004755142235102026","0","0.0004755142235102026","0.0004755142235102026","147:68;149:68","147:0.0028653940939200317;149:0.01701898862831211","147:0.0025665886224675583;149:0.027040214102953958","0.0081787109375","Yes"
"149","60.26479618657306","4.951789599758484","0.0902099609375","0.104736328125","0.07568359375","1560","0.00098649112942802","24","0.00098649112942802","0","0.00098649112942802","0.00098649112942802","150:68;148:68","150:0.008437594611337168;148:0.01701898862831211","150:0.009936785550431898;148:0.027040214102953958","0.0902099609375","Yes"
"150","114.66206297421216","5.897459588713229","0.0068359375","0.011474609375","0.002197265625","1560","0.0008528065901060179","24","0.0008528065901060179","0","0.0008528065901060179","0.0008528065901060179","149:68;151:68","149:0.008437594611337168;151:0.006742150603424452","149:0.009936785550431898;151:0.008342018455541472","0.0068359375","Yes"
"151","88.95855924827364","109.10701694597678","0.0125732421875","0.0185546875","0.006591796875","1560","0.00016923567567215327","24","0.00016923567567215327","0","0.00016923567567215327","0.00016923567567215327","138:68;152:68;150:68","138:0.00225372219168421;152:0.002029290455445115;150:0.006742150603424452","138:0.0022753311518401986;152:0.0021142783810622623;150:0.008342018455541472","0.0125732421875","Yes"
"152","179.27020628628046","247.57971754473186","0.0079345703125","0.012939453125","0.0029296875","1560","0.00022924806847532132","24","0.00022924806847532132","0","0.00022924806847532132","0.00022924806847532132","151:68;153:68","151:0.002029290455445115;153:0.002576953569573992","151:0.0021142783810622623;153:0.002663837476445635","0.0079345703125","Yes"
"153","188.06647330878178","62.67854679601355","0.0224609375","0.030517578125","0.014404296875","1560","0.00026598296122818613","24","0.00026598296122818613","0","0.00026598296122818613","0.00026598296122818613","152:68;154:68","152:0.002576953569573992;154:0.0027984379317353703","152:0.002663837476445635;154:0.0022189943849647287","0.0224609375","Yes"
"154","169.1661290817817","107.26671488817163","0.005126953125","0.00732421875","0.0029296875","1560","0.0005994584290014049","24","0.0005994584290014049","0","0.0005994584290014049","0.0005994584290014049","153:68;155:68","153:0.0027984379317353703;155:0.001965547756858421","153:0.0022189943849647287;155:0.0017966252982501707","0.005126953125","Yes"
"155","147.77186741601543","14.131451735775599","0.016845703125","0.024169921875","0.009521484375","1560","0.00011870938636919634","24","0.00011870938636919634","0","0.00011870938636919634","0.00011870938636919634","139:68;154:68","139:0.0027159560313739506;154:0.001965547756858421","139:0.0019715731449979346;154:0.0017966252982501707","0.016845703125","Yes"